APMC's,Commodity,Min Price(Price in Rs.),Modal Price(Price in Rs.),Max Price(Price in Rs.)
KRISHI UPAJ MANDI SAMITI-KOLARAS,MASOOR,5705,5890,5975
KRISHI UPAJ MANDI SAMITI-KOLARAS,MUSTARD,5525,5580,5815
KRISHI UPAJ MANDI SAMITI-KOLARAS,CHANA (BENGAL GRAM),5225,5330,5330
KRISHI UPAJ MANDI SAMITI-NASRULLAGANJ,CHANA (BENGAL GRAM),5211,5214,5264
KRISHI UPAJ MANDI SAMITI-NASRULLAGANJ,WHEAT,2511,2577,2581
KRISHI UPAJ MANDI SAMITI-RAISEN,WHEAT,2451,2615,2640
KRISHI UPAJ MANDI SAMITI-RAISEN,PADDY,2100,2676,2745
KRISHI UPAJ MANDI SAMITI-SANAWAD,CHANA (BENGAL GRAM),5150,6150,8600
KRISHI UPAJ MANDI SAMITI-SANAWAD,WHEAT,2400,2425,2500
KRISHI UPAJ MANDI SAMITI-SAUNSAR,COTTON,7125,7350,7350
MANDSAUR,FENUGREEK (WHOLE),3400,4550,5041
MANDSAUR,CORIANDER  WHOLE,5801,6300,7980
MHOW,WHEAT,2432,2489,2947
PIPARIYA,ARHAR WHOLE / TUR (RED GRAM),5350,7080,7710
PIPARIYA,GREEN GRAM,4640,5900,6700
PIPARIYA,PADDY,2080,2680,2880
PIPARIYA,WHEAT,2390,2483,2600
PIPARIYA,WHEAT,2450,2483,2506
PIPARIYA,CHANA (BENGAL GRAM)-DESI,5020,5200,5615
PIPARIYA,CHANA (BENGAL GRAM)-DESI,5050,5200,5500
PIPARIYA,WHEAT,2390,2483,2600
PIPARIYA,CHANA (BENGAL GRAM)-DESI,5020,5200,5615
PIPARIYA,PADDY,2561,2561,2611
PIPARIYA,ARHAR WHOLE / TUR (RED GRAM),5350,7080,7710
PIPARIYA,ARHAR WHOLE / TUR (RED GRAM),5350,7080,7390
PIPARIYA,GREEN GRAM,4640,5900,6700
PIPARIYA,GREEN GRAM,4640,4640,6700
RATLAM,SOYA-YELLOW,3770,4135,4151
RATLAM,WHEAT,2456,2840,3151
SANWER,SOYA-YELLOW,3500,4042,4042
SANWER,WHEAT,2202,2410,2474
SHAJAPUR,SOYABEANS,3970,3970,3970
SHAJAPUR,WHEAT,2293,2488,2726
SHEOPURKALAN,PADDY 91,2485,2895,2945
SHEOPURKALAN,PADDY 91,2485,2895,2975
SHUJALPUR,WHEAT,2386,2386,2448
TIMARNI,MAIZE,1543,2000,2150
TIMARNI,WHEAT,2478,2481,2583
UJJAIN,SOYA-YELLOW,2650,4040,4250
AATPADI,POMEGRANATE - BHAGAWA,15,45,105
AHMEDNAGAR,TUR/ARHAR,7175,7175,7175
AHMEDNAGAR,JOWAR,3565,3600,3940
AHMEDNAGAR,SOYABEANS,3965,3965,3965
AHMEDNAGAR,CHANA (BENGAL GRAM),5085,5190,5190
AHMEDNAGAR,BAJRA,2770,2770,2770
AHMEDNAGAR,WHEAT,2680,2770,2960
AMARAVATHI,SOYABEANS,4000,4150,4205
AMARAVATHI,SOYABEANS,4000,4000,4195
AMARAVATHI,CHANA (BENGAL GRAM),5000,5388,5388
AMARAVATHI,CHANA (BENGAL GRAM),5000,5421,5474
AMARAVATHI,SOYABEANS,4000,4000,4000
AMARAVATHI,WHEAT,2801,2950,3000
AMARAVATHI,TUR/ARHAR,7154,7355,7355
AMARAVATHI,TUR/ARHAR,7000,7354,7458
AMARAVATHI,CHANA (BENGAL GRAM),5000,5000,5000
BARAMATI,JAGGERY,3650,4200,4300
BARAMATI,SILK COCOON(BH) _DOUBLE HYBR ,32000,49500,57500
BEED,JOWAR,1800,2215,2545
BEED,TAMARIND,2900,2900,3005
BEED,CHANA (BENGAL GRAM),5021,5021,5105
BEED,WHEAT,2360,2560,2635
BEED,SOYA WHITE,4005,4005,4005
BHOKAR,TUR/ARHAR,6890,6890,6951
BHOKAR,TURMERIC FINGER,10500,11500,11500
BHOKAR,CHANA (BENGAL GRAM),5246,5246,5261
BHOKAR,SOYA WHITE,4000,4000,4000
BHOKAR,CHANA (BENGAL GRAM),5246,5246,5261
BHOKAR,TUR/ARHAR,6890,6890,6951
DIGRAS,WHEAT,2400,2580,3115
DIGRAS,TUR/ARHAR,5825,6775,7295
DIGRAS,SOYABEANS,3835,3985,4060
DIGRAS,CHANA (BENGAL GRAM),5200,5330,5340
DONDAICHA,CHANA PKV2,6001,6201,6400
DONDAICHA,WHEAT,2401,2551,2801
DONDAICHA,CHANA PKV2,6001,6201,6400
DONDAICHA,MAIZE YELLOW,2002,2081,2215
DONDAICHA,CHANA (BENGAL GRAM),5500,5500,5500
DONDAICHA,CHANA (BENGAL GRAM),5500,5500,5500
DONDAICHA,JOWAR,2803,3501,3501
DONDAICHA,WHEAT,2401,2551,2801
GANGAPUR-MH,SOYA-YELLOW,3890,3890,3890
GANGAPUR-MH,CHANA (BENGAL GRAM),4302,5000,5329
GANGAPUR-MH,WHEAT,2502,2725,2725
GANGAPUR-MH,TUR/ARHAR,6282,6652,6820
GANGAPUR-MH,ONION,897,1541,1760
GANGAPUR-MH,BAJRA,2640,2691,2880
JALGAON,CHANA GULABI,10400,10400,10400
JALGAON,JOWAR-WHITE,2500,3300,3810
JALNA,SOYA-YELLOW,3850,3850,3850
JALNA,MAIZE,1560,1560,1875
JALNA,TUR/ARHAR,6600,7150,7236
JALNA,JOWAR,2225,2425,2910
JALNA,TUR/ARHAR,6600,7150,7236
JALNA,SOYA-YELLOW,3850,3850,3850
JALNA,CHANA (BENGAL GRAM),5250,5350,5360
JINTUR,TUR/ARHAR-PEGION PIE,6950,7050,7050
JINTUR,SOYABEANS,3750,4000,4000
JINTUR,CHANA (BENGAL GRAM)-DESI,5200,5250,5250
JUNNAR,ONION,300,1450,3000
KALAMB,ARHAR WHOLE / TUR (RED GRAM),5215,5231,5430
KARANJA,SOYABEANS,3200,3660,4140
KARMALA,JOWAR-WHITE,3600,3600,3600
KARMALA,TUR/ARHAR-WHITE,7000,7200,7300
KATOL,WHEAT,2480,2480,2601
KATOL,TUR/ARHAR,6815,6835,7201
KATOL,MAIZE,2100,2100,2125
KATOL,SOYABEANS,3520,3520,3979
KATOL,CHANA (BENGAL GRAM),5170,5185,5338
KHAMGAON,WHEAT,2150,2450,2650
KHAMGAON,WHEAT,2150,2450,2650
KHAMGAON,TUR/ARHAR,6785,6950,7250
KHAMGAON,TUR/ARHAR,6785,6950,7250
KHAMGAON,SOYABEANS,3785,3850,4150
KHAMGAON,SOYABEANS,3785,3850,4150
KHAMGAON,CHANA (BENGAL GRAM),4785,5145,5315
KHAMGAON,CHANA (BENGAL GRAM),4785,5145,5315
LONAND,ONION,2440,2440,2440
MAJALGAON,CHANA (BENGAL GRAM),5375,5375,5375
MAJALGAON,BAJRA-HYBRID,2781,2781,2781
MAJALGAON,WHEAT,3150,3150,3150
MAJALGAON,TUR/ARHAR,7125,7125,7225
MAJALGAON,JOWAR,2750,2750,2750
MAJALGAON,SOYABEANS,4105,4105,4105
Malkapur,MAIZE,1950,1950,1950
Malkapur,SOYABEANS,3385,3385,4020
Malkapur,CHANA (BENGAL GRAM)-DESI,4985,5290,5380
Malkapur,JOWAR,1900,1900,1900
Malkapur,WHEAT,1875,2730,2885
Malkapur,ARHAR WHOLE / TUR (RED GRAM),5185,7060,7395
MANGRULPEER,CHANA (BENGAL GRAM)-DESI,4995,5210,5340
MANGRULPEER,TUR/ARHAR,6500,6765,7005
MANORA,TUR/ARHAR,3099,6910,6980
MANORA,SOYABEANS,3450,4020,4160
MANORA,CHANA (BENGAL GRAM),5090,5328,5328
MANORA,SOYABEANS,3450,4020,4140
MANORA,CHANA (BENGAL GRAM),5151,5251,5270
MANORA,WHEAT,2451,2847,2847
MANORA,TUR/ARHAR,3099,6950,7060
MANORA,URAD (BLACK GRAM),5700,5700,5700
MANORA,WHEAT,2451,2847,2847
MURUM,TUR/ARHAR,6926,7211,7281
MURUM,CHANA (BENGAL GRAM),5001,5001,5695
NAGPUR,WHEAT,2442,2502,2502
NAGPUR,CHANA (BENGAL GRAM),5230,5380,5380
NAGPUR,CHANA (BENGAL GRAM),5230,5380,5380
NAGPUR,ORANGE,1510,5600,5800
NANDED,TURMERIC CHURA,9640,9995,9995
NANDED,TURMERIC BULB,10195,10195,13980
NANDED,TURMERIC FINGER,10625,12800,13900
NANDURBAR,JOWAR,2311,2533,2563
NANDURBAR,WHEAT,2514,2586,2606
NER PARASOPANT,SOYABEANS,2505,3830,4170
NER PARASOPANT,CHANA (BENGAL GRAM) ,5150,5165,5265
NER PARASOPANT,TUR/ARHAR,5505,7090,7195
PIMPALGAON BASWANT,SOYABEANS,3840,4100,4132
SANGOLA,POMEGRANATE,5632,5632,5632
SATANA,MAIZE HYBRID,2260,2301,2301
SHAHADA,CHANA (BENGAL GRAM),5276,6034,7018
SHAHADA,WHEAT,2378,2445,2667
TIRODA,PADDY,2550,3001,3001
VANI,CHANA (BENGAL GRAM),5195,5385,5385
VANI,SOYABEANS,2575,4005,4100
VANI,CHANA (BENGAL GRAM),5195,5385,5385
VANI,JOWAR,2075,2075,2075
VANI,TUR/ARHAR,6830,6935,7050
VANI,TUR/ARHAR,3000,6880,7125
VANI,SOYABEANS,2575,4040,4055
VARORA,CHANA (BENGAL GRAM),5280,5280,5280
VARORA,TUR/ARHAR,6865,6865,6865
VARORA,TUR/ARHAR,6865,6865,6865
VARORA,SOYABEANS,2450,3870,3870
WARDHA,WHEAT,2640,2710,2710
WARDHA,CHANA (BENGAL GRAM)-DESI,4980,5080,5250
WARDHA,WHEAT,2570,2680,2710
WARDHA,CHANA (BENGAL GRAM)-DESI,5080,5080,5200
YEOLA,MAIZE,2000,2200,2263
BAGHTY APMC,TOMATO,2500,2500,2500
WOKHA APMC,PUMPKIN,4000,4000,4000
ATTABIRA,BITTER GOURD,1800,1800,1800
ATTABIRA,CABBAGE,1400,1400,1400
ATTABIRA,PUMPKIN,1050,1050,1050
ATTABIRA,WATER MELON,1300,1300,1300
ATTABIRA,BRINJAL,1700,1700,1700
ATTABIRA,CAULIFLOWER,1700,1700,1700
ATTABIRA,RADDISH,1500,1500,1500
BAHADAJHOLA,CABBAGE,800,800,800
BAHADAJHOLA,CUCUMBER,2500,2500,2500
BAHADAJHOLA,TOMATO,1200,1200,1200
BAHADAJHOLA,TOMATO,1200,1200,1200
BAHADAJHOLA,BRINJAL,2450,2500,2500
BAHADAJHOLA,CAULIFLOWER,1570,1650,1700
BAHADAJHOLA,LADY FINGER,2950,2950,3000
BALASORE,CABBAGE,1300,1300,1300
BALASORE,PUMPKIN,900,900,900
BALASORE,BRINJAL,2400,2400,2400
BALASORE,CAULIFLOWER,1600,1600,1600
BALASORE,TOMATO,1500,1500,1500
BANKI,POINTED GOURD (PARWAL),2300,2300,2300
BANKI,RAW BANANA,750,750,750
BANKI,BITTER GOURD,1400,1400,1400
BANKI,BHINDI (LADIES FINGER),1400,1400,1400
BANKI,PUMPKIN,750,750,750
BANKI,PAPAYA,1500,1500,1800
BANKI,BROAD BEANS,1400,1400,1400
BARIPADA,FRENCH BEAN,3000,3000,3000
BARIPADA,POINTED GOURD (PARWAL),4400,4400,4400
BARIPADA,PUMPKIN,850,850,850
BARIPADA,PAPAYA,1500,1500,1500
BARIPADA,TOMATO,650,650,650
BARIPADA,BITTER GOURD,3000,3000,3000
BARIPADA,BRINJAL,3000,3000,3000
BARIPADA,CARROT,2600,2600,2600
BARIPADA,CUCUMBER,2000,2000,2000
BARIPADA,BHINDI (LADIES FINGER),3000,3000,3000
BARIPADA,POTATO,1000,1000,1000
BARIPADA,RAW BANANA,2000,2000,2000
BARIPADA,RIDGE GOURD (TURAI),3000,3000,3000
BARIPADA,WATER MELON,2000,2000,2000
BARIPADA,BOTTLE GOURDE,2000,2000,2000
BARIPADA,CABBAGE,500,500,500
BARIPADA,CAULIFLOWER,1000,1000,1000
BETNOTI,CUCUMBER,1600,1600,1600
BETNOTI,RIDGE GOURD (TURAI),1600,1600,1600
BETNOTI,SWEET CORN ,1700,1700,1700
BETNOTI,BOTTLE GOURDE,1300,1300,1300
BETNOTI,CABBAGE,1200,1200,1200
BETNOTI,ARBI (COLACASIA),1400,1400,1400
BETNOTI,PUMPKIN,1000,1000,1000
BETNOTI,TOMATO,1000,1000,1000
BETNOTI,RAW BANANA,2000,2000,2500
BETNOTI,WATER MELON,1500,1500,1500
BETNOTI,BRINJAL,1500,1500,1500
BETNOTI,CAULIFLOWER,1400,1400,1400
BHADRAK,WATER MELON,1500,1500,1520
BHADRAK,LADY FINGER,1700,1700,1700
BHADRAK,CABBAGE,950,950,950
BHADRAK,PUMPKIN,850,850,850
BIRAMAHARAJPUR,BRINJAL,2000,2000,2000
BIRAMAHARAJPUR,CAULIFLOWER,2200,2200,2200
BIRAMAHARAJPUR,PUMPKIN,1000,1000,1000
BIRAMAHARAJPUR,TOMATO,1100,1100,1100
BIRAMAHARAJPUR,BITTER GOURD,3000,3000,3000
BIRAMAHARAJPUR,CABBAGE,1700,1700,1700
BIRAMAHARAJPUR,CUCUMBER,2000,2000,2000
BIRAMAHARAJPUR,RADDISH,2000,2000,2000
BOUDH,WATER MELON,1400,1400,1400
BOUDH,CAULIFLOWER,3500,3500,3500
BOUDH,PUMPKIN,700,700,1000
BOUDH,BRINJAL,2500,2500,2500
BOUDH,CUCUMBER,3500,3500,3500
BOUDH,TOMATO,1000,1000,1000
CHAMPUA,BRINJAL,1100,1100,1100
CHAMPUA,PUMPKIN,1100,1100,1100
CHAMPUA,CABBAGE,1100,1100,1100
CHAMPUA,TOMATO,380,380,380
CHANDBALI,WATER MELON,1240,1240,1240
CHANDBALI,BRINJAL,2360,2360,2460
CHANDBALI,CUCUMBER,2330,2330,2370
CHANDBALI,LADY FINGER,2760,2760,2760
CHANDBALI,TOMATO,760,770,770
CHANDBALI,BITTER GOURD,3150,3150,3150
CHANDBALI,CABBAGE,880,880,880
CHANDBALI,DRUMSTICK,2530,2530,2530
CHANDBALI,PUMPKIN,830,830,870
DEOGARH,LOBIA,1700,1700,1700
DEOGARH,CHILLI-DESI,4100,4100,4100
DEOGARH,BOTTLE GOURD,1700,1700,1700
DEOGARH,CABBAGE,1800,1800,1800
DEOGARH,CAULIFLOWER,2500,2500,2500
DEOGARH,CUCUMBER,2200,2200,2200
DEOGARH,BHINDI (LADIES FINGER),2200,2200,2200
DEOGARH,RADDISH,2000,2000,2000
DEOGARH,PAPAYA,1400,1400,1400
DEOGARH,PEAS GREEN ,2500,2500,2500
DEOGARH,BITTER GOURD,2200,2200,2200
DEOGARH,BRINJAL,1800,1900,1900
DEOGARH,CARROT,3400,3400,3400
DEOGARH,BEANS -CLUSTER,2400,2400,2400
DEOGARH,DRUMSTICK,2500,2500,2500
DEOGARH,PUMPKIN,1700,1700,1700
DEOGARH,BANANA,1500,1500,1500
DEOGARH,TOMATO,500,500,500
GUNUPUR,FRENCH BEAN,4000,4000,4000
GUNUPUR,SWEET CORN ,2500,2500,2500
GUNUPUR,BANANA,4000,4000,4000
GUNUPUR,GARLIC,9000,9000,9000
GUNUPUR,LADY FINGER,2500,2500,2500
GUNUPUR,BEETROOT,3800,3800,3800
GUNUPUR,POINTED GOURD (PARWAL),3500,3500,3500
GUNUPUR,BRINJAL,3600,3600,3600
GUNUPUR,RIDGE GOURD (TURAI),2600,2600,2600
GUNUPUR,CARROT,5000,5000,5000
GUNUPUR,TOMATO,2600,2600,2600
GUNUPUR,BEANS -CLUSTER,3500,3500,3500
GUNUPUR,DRUMSTICK,3500,3500,3500
GUNUPUR,MAIZE,2600,2600,2600
GUNUPUR,GREEN CHILLI,3600,3600,3600
GUNUPUR,COTTON,6800,7000,7100
GUNUPUR,PEAS GREEN ,4000,4000,4000
GUNUPUR,GINGER,8000,8000,8000
GUNUPUR,ONION RED,2500,2500,2500
GUNUPUR,BITTER GOURD,3400,3400,3400
GUNUPUR,PUMPKIN,2500,2500,2500
GUNUPUR,CABBAGE,3600,3600,3600
GUNUPUR,POTATO SWEET,3600,3600,3600
GUNUPUR,CAULIFLOWER,2400,2400,2400
GUNUPUR,CUCUMBER,2500,2500,2500
HINDOL,TOMATO,1000,1100,1100
HINDOL,DRUMSTICK,3000,3000,3000
HINDOL,LOBIA PODS,2500,2500,2500
HINDOL,BITTER GOURD,4000,4000,4000
HINDOL,BRINJAL,2500,2800,2800
HINDOL,CUCUMBER,3000,3000,3000
HINDOL,LADY FINGER,2500,2500,2500
HINDOL,TOMATO,1000,1000,1000
HINDOL,RAW BANANA,2300,2300,2300
HINDOL,TOMATO,1000,1100,1100
HINDOL,BRINJAL,2800,2800,2800
HINJILICUT,BRINJAL,2100,2200,2200
HINJILICUT,TOMATO,1100,1150,1150
HINJILICUT,CABBAGE,1000,1050,1050
JAGATSINGHPUR,PAPAYA,3000,3000,3000
JAGATSINGHPUR,BITTER GOURD,3500,3500,3500
JAGATSINGHPUR,BEANS -CLUSTER,3000,3000,3000
JAGATSINGHPUR,DRUMSTICK,3800,3800,3800
JAGATSINGHPUR,PUMPKIN,1200,1200,1200
JAGATSINGHPUR,WATER MELON,1200,1200,1200
JAGATSINGHPUR,BRINJAL,2800,2800,2800
JAGATSINGHPUR,CUCUMBER,3600,3600,3600
JAGATSINGHPUR,LOBIA PODS,3300,3300,3300
JAJPUR,CUCUMBER,2800,2800,2800
JAJPUR,CABBAGE,800,800,800
JAJPUR,PUMPKIN,1200,1200,1200
JAJPUR,WATER MELON,1250,1250,1250
JALESWAR,RAW BANANA,2800,2800,2800
JALESWAR,PAPAYA,1500,1500,1500
JALESWAR,BEETROOT,3200,3200,3200
JALESWAR,CABBAGE,1000,1000,1000
JALESWAR,CUCUMBER,3000,3000,3000
JALESWAR,PUMPKIN,1400,1400,1400
JALESWAR,JACK FRUIT,2500,2500,2500
JALESWAR,WATER MELON,2200,2200,2200
JALESWAR,BRINJAL,2500,2500,2500
JALESWAR,CAULIFLOWER,1200,1200,1200
JALESWAR,IVY GOURD (KUNDRU),1500,1500,1500
JALESWAR,TOMATO,700,700,700
JATNI,BITTER GOURD,3100,3100,3100
JATNI,CUCUMBER,2300,2300,2300
JATNI,RIDGE GOURD (TURAI),2750,2750,2750
JATNI,WATER MELON,1200,1200,1200
JATNI,BRINJAL,2850,2850,2850
JATNI,PUMPKIN,1300,1300,1300
JEYPORE,GREEN CHILLI,3050,3050,3050
JEYPORE,PUMPKIN,850,850,850
JEYPORE,CUCUMBER,900,900,900
JEYPORE,LADY FINGER,3250,3250,3250
JEYPORE,TOMATO,1550,1550,1550
JHARSUGUDA,TOMATO,900,900,900
JHARSUGUDA,BOTTLE GOURD,1100,1100,1100
JHARSUGUDA,CAULIFLOWER,1400,1650,1650
JHARSUGUDA,CABBAGE,1850,1850,1850
JUNAGARH,BRINJAL,700,800,800
JUNAGARH,CABBAGE,650,650,650
JUNAGARH,CUCUMBER,1000,1000,1000
JUNAGARH,TOMATO,900,900,900
JUNAGARH,TOMATO,750,750,900
JUNAGARH,WATER MELON,3000,3000,3000
JUNAGARH,RAW BANANA,1400,1400,1400
JUNAGARH,BRINJAL,700,700,700
JUNAGARH,CABBAGE,650,900,900
JUNAGARH,CABBAGE,650,900,900
JUNAGARH,CAULIFLOWER,1000,1000,1000
JUNAGARH,LADY FINGER,1600,1600,1600
JUNAGARH,PEAS GREEN ,2000,2000,2000
KAMAKHYANAGAR,CABBAGE,1000,1000,1000
KAMAKHYANAGAR,PAPAYA,1000,1000,1000
KANTABANJI,BANANA,2500,2500,2500
KANTABANJI,CABBAGE,800,800,800
KANTABANJI,GREEN CHILLI,6000,6000,6000
KANTABANJI,PUMPKIN,1600,1600,1600
KANTABANJI,BRINJAL,1200,1200,1200
KANTABANJI,CAULIFLOWER,3000,3000,3000
KANTABANJI,ONION,1800,1800,1800
KANTABANJI,TOMATO,700,700,700
KENDRAPARA,COCONUT,13,13,13
KENDRAPARA,BITTER GOURD,2000,2000,2000
KENDRAPARA,LESSER YAM,2200,2200,2200
KENDRAPARA,TOMATO,1200,1200,1200
KENDRAPARA,WATER MELON,1200,1200,1200
KENDRAPARA,BRINJAL,2000,2000,2000
KENDRAPARA,PUMPKIN,800,800,800
KEONJHAR,CABBAGE,2100,2100,2100
KEONJHAR,WATER MELON,1100,1100,1100
KESINGA,PUMPKIN,1000,1000,1000
KESINGA,WATER MELON,2000,2000,2000
KHARIAR ROAD,WATER MELON,1200,1200,1200
KHARIAR ROAD,CABBAGE,1500,1500,1500
KHARIAR ROAD,BRINJAL,1100,1100,1100
KHARIAR ROAD,TOMATO,600,600,600
KORAPUT,GINGER,2700,2700,2700
KORAPUT,CABBAGE,1000,1000,1000
KORAPUT,TOMATO,1800,1800,1800
KORAPUT,JACK FRUIT,1500,1500,1500
KORAPUT,BRINJAL,2200,2200,2200
KORAPUT,POTATO SWEET,1600,1600,1600
KUCHINDA,WATER MELON,1000,1000,1000
KUCHINDA,BRINJAL,1800,1800,1800
KUCHINDA,PUMPKIN,850,850,850
KUCHINDA,RAW BANANA,1500,1500,1500
KUCHINDA,BOTTLE GOURD,1000,1000,1000
KUCHINDA,CABBAGE,1450,1450,1450
KUCHINDA,TOMATO,1300,1300,1300
MALKANGIRI,BOTTLE GOURD,1200,1200,1200
MALKANGIRI,CABBAGE,1100,1100,1100
MALKANGIRI,CUCUMBER,1100,1100,1100
MALKANGIRI,TOMATO,1000,1000,1000
MALKANGIRI,WATER MELON,800,800,800
MALKANGIRI,BRINJAL,1600,1600,1600
MALKANGIRI,CAULIFLOWER,1300,1300,1300
MALKANGIRI,PUMPKIN,800,800,800
MUKHIGUDA,CAULIFLOWER,1500,1500,1500
MUKHIGUDA,CABBAGE,1100,1100,1100
MUKHIGUDA,TOMATO,700,700,700
NABARANGPUR,MAIZE,2000,2000,2000
NABARANGPUR,CABBAGE,2000,2000,2000
NABARANGPUR,GREEN CHILLI,2000,2000,2000
NABARANGPUR,TOMATO,1000,1000,2000
NABARANGPUR,BRINJAL,2000,3000,3000
NABARANGPUR,CAULIFLOWER,4000,4000,4000
NABARANGPUR,LADY FINGER,3500,3500,3500
NARSINGHPUR,BRINJAL,1850,1850,1850
NARSINGHPUR,CAULIFLOWER,1450,1450,1450
NARSINGHPUR,CABBAGE,1150,1150,1150
NARSINGHPUR,PUMPKIN,850,850,850
NILGIRI,BRINJAL,2500,2500,2500
NILGIRI,CUCUMBER,1000,1000,1000
NILGIRI,POINTED GOURD (PARWAL),2500,2500,2500
NILGIRI,TOMATO,700,700,700
NILGIRI,BITTER GOURD,2500,2500,2500
NILGIRI,BEANS -CLUSTER,2200,2200,2200
NILGIRI,BHINDI (LADIES FINGER),2500,2500,2500
NILGIRI,PUMPKIN,1000,1000,1000
PANPOSH,BOTTLE GOURD,2400,2400,2400
PANPOSH,CABBAGE,3000,3000,3000
PANPOSH,CUCUMBER,3000,3000,3000
PANPOSH,TOMATO,1000,1000,1000
PANPOSH,BRINJAL,2000,2000,2000
PANPOSH,CARROT,2800,2800,2800
PANPOSH,PUMPKIN,1200,1200,1200
PARALAKHEMUNDI,RAW BANANA,1500,1500,1500
PARALAKHEMUNDI,WATER MELON,1500,1500,1500
PARALAKHEMUNDI,TOMATO,1000,1000,1000
PARALAKHEMUNDI,GREEN CHILLI,2500,2500,2500
PARALAKHEMUNDI,BANANA,1500,1500,1500
PARALAKHEMUNDI,CABBAGE,500,500,1000
PARALAKHEMUNDI,CAULIFLOWER,2500,2500,2500
RAHAMA,PUMPKIN,1800,1800,1800
RAHAMA,LADY FINGER,4000,4000,4000
RAIRAKHOL,GREEN CHILLI,4000,4000,4000
RAIRAKHOL,ONION,2300,2300,2300
RAIRAKHOL,PUMPKIN,1000,1000,1000
RAIRAKHOL,BITTER GOURD,2500,2500,2500
RAIRAKHOL,CABBAGE,1800,1800,1800
RAIRAKHOL,CUCUMBER,1500,1500,1500
RAIRAKHOL,LOBIA PODS,1400,1400,1400
RAIRAKHOL,POTATO,1800,1800,1800
RAIRAKHOL,TOMATO,900,900,900
RAIRAKHOL,WATER MELON,1100,1100,1100
RAIRAKHOL,BRINJAL,1400,1400,1400
RAIRAKHOL,CAULIFLOWER,2000,2000,2000
RAIRANGPUR,JACK FRUIT,1300,1300,1300
RAIRANGPUR,CABBAGE,1200,1200,1200
RAIRANGPUR,BRINJAL,1350,1350,1350
RAYAGADA,COTTON-H-4/MECH,7396,7396,7396
RAYAGADA,COTTON-H-4/MECH,7396,7396,7396
SAKHIGOPAL,COCONUT,21,21,21
SAMBALPUR,TOMATO,700,700,1000
SAMBALPUR,CABBAGE,1000,1000,1000
SAMBALPUR,PUMPKIN,750,750,750
SAMBALPUR,BRINJAL,800,800,800
SAMBALPUR,CAULIFLOWER,1400,1400,1600
SAMBALPUR,TOMATO,700,700,1000
SARGIPALI,CABBAGE,1200,1200,1200
SARGIPALI,DRUMSTICK,1200,1200,1200
SARGIPALI,BRINJAL,1000,1000,1000
SARGIPALI,CAULIFLOWER,2200,2200,2200
TIKABALI,TURMERIC,9000,9000,9000
UDALA,BAMBOO,32,32,32
THATTANCHAVADY,PADDY ADT-37(TN),1970,1970,1970
THATTANCHAVADY,RAGI,3877,3877,3877
THATTANCHAVADY,MOTH ,3333,9769,9769
THATTANCHAVADY,URAD (BLACK GRAM),2889,7887,7905
THATTANCHAVADY,FOX TAIL MILLET,3468,3468,3468
THATTANCHAVADY,PADDY -BPT(TN),2042,2042,2042
THATTANCHAVADY,PADDY ADT-39(TN),1906,1906,1906
THATTANCHAVADY,GROUNDNUT PODS_40 KG(TN),5848,6923,6923
THATTANCHAVADY,GREEN GRAM,7127,7127,7127
THATTANCHAVADY,DRY CHILLY_10 KG(TN),2500,2500,2500
THATTANCHAVADY,MILLET,2727,2727,2740
BARNALA,POTATO,330,450,450
FATHEGARH SAHIB,POTATO,600,700,900
FATHEGARH SAHIB,PEAS GREEN ,2500,2500,2500
FAZILKA,POTATO,800,1000,1200
JALANDHAR,POTATO,150,350,600
JALANDHAR,PEAS GREEN ,1500,2500,2500
JALANDHAR,PEAS GREEN ,1500,2500,2500
JALANDHAR,POTATO,150,350,600
MANSA,COTTON,6890,7215,7215
AABU ROAD,BEETROOT,1000,1000,1000
AABU ROAD,BRINJAL,500,500,500
AABU ROAD,CAPSICUM,3000,3000,3000
AABU ROAD,CAULIFLOWER,1200,1200,1200
AABU ROAD,BANANA,2000,2000,4000
AABU ROAD,MINT LEAVES,2000,2000,2000
AABU ROAD,MANGO,4500,4500,4500
AABU ROAD,SPINACH (PALAK),500,500,500
AABU ROAD,POMEGRANATE,3000,3000,3000
AABU ROAD,TINDA,3000,3000,3000
AABU ROAD,CHILLIES,2500,2500,2500
AABU ROAD,GARLIC,8000,8000,8000
AABU ROAD,BOTTLE GOURD,500,500,500
AABU ROAD,CABBAGE,500,500,500
AABU ROAD,CARROT,1000,1000,1000
AABU ROAD,CUCUMBER,2000,2000,2000
AABU ROAD,GRAPES,3000,3000,3000
AABU ROAD,PUMPKIN,500,500,500
AABU ROAD,PAPAYA,2000,2000,2000
AABU ROAD,SPRING ONION,1200,1200,1200
AABU ROAD,PEAS GREEN ,5000,5000,5000
AABU ROAD,TOMATO,500,500,500
AABU ROAD,CORIANDAR,2000,2000,2000
ANOOPGARH,COTTON,7371,7498,7600
ANOOPGARH,GUAR SEEDS,4951,4972,4981
ANOOPGARH,MUSTARD,4907,5286,5632
ANOOPGARH,WHEAT,2812,2812,2812
ANOOPGARH,MUSTARD,4907,5286,5439
ANOOPGARH,BARLEY (JAU),1712,1860,1866
ANTA,MUSTARD,5281,5281,5455
ANTA,MUSTARD,5281,5455,5463
ANTA,CHANA (BENGAL GRAM),5096,5100,5115
ANTA,WHEAT,2314,2425,2426
ANTA,WHEAT,2240,2397,2426
